COUNTRY,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes,Lookup Column Index,Urbanization%,Population,Region,OECD_Flag,YearPopulation
AGO,AIREMISSION,CO2,MLN_TONNE,A,1971,1.62,,15,15.434,6927269,Africa,0,14421259454
AGO,AIREMISSION,CO2,TONNE_CAP,A,1971,0.25,,15,15.434,6927269,Africa,0,14421259454
AGO,AIREMISSION,CO2,MLN_TONNE,A,1972,2.4,,16,15.875,7094834,Africa,0,14718725058
AGO,AIREMISSION,CO2,TONNE_CAP,A,1972,0.37,,16,15.875,7094834,Africa,0,14718725058
AGO,AIREMISSION,CO2,MLN_TONNE,A,1973,2.2,,17,16.324,7277960,Africa,0,15012942684
AGO,AIREMISSION,CO2,TONNE_CAP,A,1973,0.33,,17,16.324,7277960,Africa,0,15012942684
AGO,AIREMISSION,CO2,MLN_TONNE,A,1974,2.25,,18,16.785,7474338,Africa,0,15309438808
AGO,AIREMISSION,CO2,TONNE_CAP,A,1974,0.33,,18,16.785,7474338,Africa,0,15309438808
AGO,AIREMISSION,CO2,MLN_TONNE,A,1975,1.96,,19,17.255,7682479,Africa,0,15598795932
AGO,AIREMISSION,CO2,TONNE_CAP,A,1975,0.28,,19,17.255,7682479,Africa,0,15598795932
AGO,AIREMISSION,CO2,MLN_TONNE,A,1976,1.94,,20,17.737,7900997,Africa,0,15879745976
AGO,AIREMISSION,CO2,TONNE_CAP,A,1976,0.27,,20,17.737,7900997,Africa,0,15879745976
AGO,AIREMISSION,CO2,MLN_TONNE,A,1977,1.51,,21,18.228,8130988,Africa,0,16159576388
AGO,AIREMISSION,CO2,TONNE_CAP,A,1977,0.2,,21,18.228,8130988,Africa,0,16159576388
AGO,AIREMISSION,CO2,MLN_TONNE,A,1978,2.58,,22,18.73,8376147,Africa,0,16444120936
AGO,AIREMISSION,CO2,TONNE_CAP,A,1978,0.33,,22,18.73,8376147,Africa,0,16444120936
AGO,AIREMISSION,CO2,MLN_TONNE,A,1979,2.54,,23,19.242,8641521,Africa,0,16736164414
AGO,AIREMISSION,CO2,TONNE_CAP,A,1979,0.32,,23,19.242,8641521,Africa,0,16736164414
AGO,AIREMISSION,CO2,MLN_TONNE,A,1980,2.66,,24,19.766,8929900,Africa,0,17031024334
AGO,AIREMISSION,CO2,TONNE_CAP,A,1980,0.32,,24,19.766,8929900,Africa,0,17031024334
AGO,AIREMISSION,CO2,MLN_TONNE,A,1981,2.52,,25,20.299,9244507,Africa,0,17334569108
AGO,AIREMISSION,CO2,TONNE_CAP,A,1981,0.3,,25,20.299,9244507,Africa,0,17334569108
AGO,AIREMISSION,CO2,MLN_TONNE,A,1982,2.2,,26,20.843,9582156,Africa,0,17648170726
AGO,AIREMISSION,CO2,TONNE_CAP,A,1982,0.25,,26,20.843,9582156,Africa,0,17648170726
AGO,AIREMISSION,CO2,MLN_TONNE,A,1983,2.32,,27,21.398,9931562,Africa,0,17964413282
AGO,AIREMISSION,CO2,TONNE_CAP,A,1983,0.25,,27,21.398,9931562,Africa,0,17964413282
AGO,AIREMISSION,CO2,MLN_TONNE,A,1984,2.23,,28,21.965,10277321,Africa,0,18278874444
AGO,AIREMISSION,CO2,TONNE_CAP,A,1984,0.24,,28,21.965,10277321,Africa,0,18278874444
AGO,AIREMISSION,CO2,MLN_TONNE,A,1985,2.82,,29,22.541,10609042,Africa,0,18603268476
AGO,AIREMISSION,CO2,TONNE_CAP,A,1985,0.29,,29,22.541,10609042,Africa,0,18603268476
AGO,AIREMISSION,CO2,MLN_TONNE,A,1986,2.77,,30,23.128,10921037,Africa,0,18937980438
AGO,AIREMISSION,CO2,TONNE_CAP,A,1986,0.28,,30,23.128,10921037,Africa,0,18937980438
AGO,AIREMISSION,CO2,MLN_TONNE,A,1987,2.85,,31,23.725,11218268,Africa,0,19277132504
AGO,AIREMISSION,CO2,TONNE_CAP,A,1987,0.28,,31,23.725,11218268,Africa,0,19277132504
AGO,AIREMISSION,CO2,MLN_TONNE,A,1988,3.21,,32,24.334,11513968,Africa,0,19619779702
AGO,AIREMISSION,CO2,TONNE_CAP,A,1988,0.3,,32,24.334,11513968,Africa,0,19619779702
AGO,AIREMISSION,CO2,MLN_TONNE,A,1989,3.3,,33,24.952,11827237,Africa,0,19963011390
AGO,AIREMISSION,CO2,TONNE_CAP,A,1989,0.31,,33,24.952,11827237,Africa,0,19963011390
AGO,AIREMISSION,CO2,MLN_TONNE,A,1990,3.92,,34,25.582,12171441,Africa,0,33411082420
AGO,AIREMISSION,CO2,TONNE_CAP,A,1990,0.35,,34,25.582,12171441,Africa,0,33411082420
AGO,AIREMISSION,CO2,MLN_TONNE,A,1991,4.01,,35,26.221,12553446,Africa,0,33724183392
AGO,AIREMISSION,CO2,TONNE_CAP,A,1991,0.35,,35,26.221,12553446,Africa,0,33724183392
AGO,AIREMISSION,CO2,MLN_TONNE,A,1992,3.89,,36,26.872,12968345,Africa,0,34173602608
AGO,AIREMISSION,CO2,TONNE_CAP,A,1992,0.33,,36,26.872,12968345,Africa,0,34173602608
AGO,AIREMISSION,CO2,MLN_TONNE,A,1993,4.22,,37,27.53,13403734,Africa,0,34610744380
AGO,AIREMISSION,CO2,TONNE_CAP,A,1993,0.34,,37,27.53,13403734,Africa,0,34610744380
AGO,AIREMISSION,CO2,MLN_TONNE,A,1994,4.18,,38,28.2,13841301,Africa,0,39460927932
AGO,AIREMISSION,CO2,TONNE_CAP,A,1994,0.33,,38,28.2,13841301,Africa,0,39460927932
AGO,AIREMISSION,CO2,MLN_TONNE,A,1995,3.91,,39,28.88,14268994,Africa,0,35091624020
AGO,AIREMISSION,CO2,TONNE_CAP,A,1995,0.3,,39,28.88,14268994,Africa,0,35091624020
AGO,AIREMISSION,CO2,MLN_TONNE,A,1996,4.19,,40,29.57,14682284,Africa,0,35561204564
AGO,AIREMISSION,CO2,TONNE_CAP,A,1996,0.31,,40,29.57,14682284,Africa,0,35561204564
AGO,AIREMISSION,CO2,MLN_TONNE,A,1997,4.33,,41,30.268,15088981,Africa,0,35915793910
AGO,AIREMISSION,CO2,TONNE_CAP,A,1997,0.31,,41,30.268,15088981,Africa,0,35915793910
AGO,AIREMISSION,CO2,MLN_TONNE,A,1998,3.73,,42,30.975,15504318,Africa,0,36319928446
AGO,AIREMISSION,CO2,TONNE_CAP,A,1998,0.26,,42,30.975,15504318,Africa,0,36319928446
AGO,AIREMISSION,CO2,MLN_TONNE,A,1999,4.74,,43,31.692,15949766,Africa,0,36719971326
AGO,AIREMISSION,CO2,TONNE_CAP,A,1999,0.32,,43,31.692,15949766,Africa,0,36719971326
AGO,AIREMISSION,CO2,MLN_TONNE,A,2000,4.63,,44,32.419,16440924,Africa,0,39809392234
AGO,AIREMISSION,CO2,TONNE_CAP,A,2000,0.31,,44,32.419,16440924,Africa,0,39809392234
AGO,AIREMISSION,CO2,MLN_TONNE,A,2001,5.03,,45,33.152,16983266,Africa,0,37531940642
AGO,AIREMISSION,CO2,TONNE_CAP,A,2001,0.32,,45,33.152,16983266,Africa,0,37531940642
AGO,AIREMISSION,CO2,MLN_TONNE,A,2002,5.5,,46,33.895,17572649,Africa,0,37926051694
AGO,AIREMISSION,CO2,TONNE_CAP,A,2002,0.34,,46,33.895,17572649,Africa,0,37926051694
AGO,AIREMISSION,CO2,MLN_TONNE,A,2003,7.06,,47,34.645,18203369,Africa,0,38388201606
AGO,AIREMISSION,CO2,TONNE_CAP,A,2003,0.42,,47,34.645,18203369,Africa,0,38388201606
AGO,AIREMISSION,CO2,MLN_TONNE,A,2004,7.4,,48,35.405,18865716,Africa,0,38873823360
AGO,AIREMISSION,CO2,TONNE_CAP,A,2004,0.43,,48,35.405,18865716,Africa,0,38873823360
AGO,AIREMISSION,CO2,MLN_TONNE,A,2005,6.15,,49,36.169,19552542,Africa,0,41937926754
AGO,AIREMISSION,CO2,TONNE_CAP,A,2005,0.34,,49,36.169,19552542,Africa,0,41937926754
AGO,AIREMISSION,CO2,MLN_TONNE,A,2006,8.25,,50,36.942,20262399,Africa,0,40877904739
AGO,AIREMISSION,CO2,TONNE_CAP,A,2006,0.45,,50,36.942,20262399,Africa,0,40877904739
AGO,AIREMISSION,CO2,MLN_TONNE,A,2007,9.64,,51,37.722,20997687,Africa,0,41293649052
AGO,AIREMISSION,CO2,TONNE_CAP,A,2007,0.5,,51,37.722,20997687,Africa,0,41293649052
AGO,AIREMISSION,CO2,MLN_TONNE,A,2008,11.81,,52,38.509,21759420,Africa,0,41720996447
AGO,AIREMISSION,CO2,TONNE_CAP,A,2008,0.6,,52,38.509,21759420,Africa,0,41720996447
AGO,AIREMISSION,CO2,MLN_TONNE,A,2009,13.87,,53,39.299,22549547,Africa,0,42142368880
AGO,AIREMISSION,CO2,TONNE_CAP,A,2009,0.68,,53,39.299,22549547,Africa,0,42142368880
AGO,AIREMISSION,CO2,MLN_TONNE,A,2010,15.13,,54,40.097,23369131,Africa,0,42565925855
AGO,AIREMISSION,CO2,TONNE_CAP,A,2010,0.71,,54,40.097,23369131,Africa,0,42565925855
AGO,AIREMISSION,CO2,MLN_TONNE,A,2011,16.08,,55,40.9,24218565,Africa,0,42948376267
AGO,AIREMISSION,CO2,TONNE_CAP,A,2011,0.73,,55,40.9,24218565,Africa,0,42948376267
AGO,AIREMISSION,CO2,MLN_TONNE,A,2012,15.97,,56,41.699,25096150,Africa,0,43373878608
AGO,AIREMISSION,CO2,TONNE_CAP,A,2012,0.7,,56,41.699,25096150,Africa,0,43373878608
AGO,AIREMISSION,CO2,MLN_TONNE,A,2013,18.08,,57,42.49,25998340,Africa,0,43366348352
AGO,AIREMISSION,CO2,TONNE_CAP,A,2013,0.77,,57,42.49,25998340,Africa,0,43366348352
AGO,AIREMISSION,CO2,MLN_TONNE,A,2014,19.3,,58,43.274,26920466,Africa,0,43566240338
AGO,AIREMISSION,CO2,TONNE_CAP,A,2014,0.8,,58,43.274,26920466,Africa,0,43566240338
ALB,AIREMISSION,CO2,MLN_TONNE,A,1971,3.86,,15,31.933,2187853,Europe,0,14421259454
ALB,AIREMISSION,CO2,TONNE_CAP,A,1971,1.77,,15,31.933,2187853,Europe,0,14421259454
ALB,AIREMISSION,CO2,MLN_TONNE,A,1972,4.45,,16,32.127,2243126,Europe,0,14718725058
ALB,AIREMISSION,CO2,TONNE_CAP,A,1972,1.98,,16,32.127,2243126,Europe,0,14718725058
ALB,AIREMISSION,CO2,MLN_TONNE,A,1973,3.92,,17,32.321,2296752,Europe,0,15012942684
ALB,AIREMISSION,CO2,TONNE_CAP,A,1973,1.71,,17,32.321,2296752,Europe,0,15012942684
ALB,AIREMISSION,CO2,MLN_TONNE,A,1974,4.11,,18,32.516,2350124,Europe,0,15309438808
ALB,AIREMISSION,CO2,TONNE_CAP,A,1974,1.75,,18,32.516,2350124,Europe,0,15309438808
ALB,AIREMISSION,CO2,MLN_TONNE,A,1975,4.34,,19,32.712,2404831,Europe,0,15598795932
ALB,AIREMISSION,CO2,TONNE_CAP,A,1975,1.8,,19,32.712,2404831,Europe,0,15598795932
ALB,AIREMISSION,CO2,MLN_TONNE,A,1976,4.68,,20,32.908,2458526,Europe,0,15879745976
ALB,AIREMISSION,CO2,TONNE_CAP,A,1976,1.9,,20,32.908,2458526,Europe,0,15879745976
ALB,AIREMISSION,CO2,MLN_TONNE,A,1977,4.96,,21,33.105,2513546,Europe,0,16159576388
ALB,AIREMISSION,CO2,TONNE_CAP,A,1977,1.97,,21,33.105,2513546,Europe,0,16159576388
ALB,AIREMISSION,CO2,MLN_TONNE,A,1978,5.62,,22,33.302,2566266,Europe,0,16444120936
ALB,AIREMISSION,CO2,TONNE_CAP,A,1978,2.19,,22,33.302,2566266,Europe,0,16444120936
ALB,AIREMISSION,CO2,MLN_TONNE,A,1979,6.7,,23,33.5,2617832,Europe,0,16736164414
ALB,AIREMISSION,CO2,TONNE_CAP,A,1979,2.56,,23,33.5,2617832,Europe,0,16736164414
ALB,AIREMISSION,CO2,MLN_TONNE,A,1980,6.81,,24,33.762,2671997,Europe,0,17031024334
ALB,AIREMISSION,CO2,TONNE_CAP,A,1980,2.55,,24,33.762,2671997,Europe,0,17031024334
ALB,AIREMISSION,CO2,MLN_TONNE,A,1981,5.85,,25,34.024,2726056,Europe,0,17334569108
ALB,AIREMISSION,CO2,TONNE_CAP,A,1981,2.15,,25,34.024,2726056,Europe,0,17334569108
ALB,AIREMISSION,CO2,MLN_TONNE,A,1982,6.11,,26,34.287,2784278,Europe,0,17648170726
ALB,AIREMISSION,CO2,TONNE_CAP,A,1982,2.19,,26,34.287,2784278,Europe,0,17648170726
ALB,AIREMISSION,CO2,MLN_TONNE,A,1983,6.66,,27,34.552,2843960,Europe,0,17964413282
ALB,AIREMISSION,CO2,TONNE_CAP,A,1983,2.34,,27,34.552,2843960,Europe,0,17964413282
ALB,AIREMISSION,CO2,MLN_TONNE,A,1984,7.22,,28,34.817,2904429,Europe,0,18278874444
ALB,AIREMISSION,CO2,TONNE_CAP,A,1984,2.49,,28,34.817,2904429,Europe,0,18278874444
ALB,AIREMISSION,CO2,MLN_TONNE,A,1985,6.94,,29,35.083,2964762,Europe,0,18603268476
ALB,AIREMISSION,CO2,TONNE_CAP,A,1985,2.34,,29,35.083,2964762,Europe,0,18603268476
ALB,AIREMISSION,CO2,MLN_TONNE,A,1986,6.96,,30,35.35,3022635,Europe,0,18937980438
ALB,AIREMISSION,CO2,TONNE_CAP,A,1986,2.3,,30,35.35,3022635,Europe,0,18937980438
ALB,AIREMISSION,CO2,MLN_TONNE,A,1987,7.24,,31,35.619,3083605,Europe,0,19277132504
ALB,AIREMISSION,CO2,TONNE_CAP,A,1987,2.35,,31,35.619,3083605,Europe,0,19277132504
ALB,AIREMISSION,CO2,MLN_TONNE,A,1988,7.17,,32,35.888,3142336,Europe,0,19619779702
ALB,AIREMISSION,CO2,TONNE_CAP,A,1988,2.28,,32,35.888,3142336,Europe,0,19619779702
ALB,AIREMISSION,CO2,MLN_TONNE,A,1989,6.84,,33,36.158,3227943,Europe,0,19963011390
ALB,AIREMISSION,CO2,TONNE_CAP,A,1989,2.12,,33,36.158,3227943,Europe,0,19963011390
ALB,AIREMISSION,CO2,MLN_TONNE,A,1990,5.67,,34,36.428,3286542,Europe,0,33411082420
ALB,AIREMISSION,CO2,TONNE_CAP,A,1990,1.73,,34,36.428,3286542,Europe,0,33411082420
ALB,AIREMISSION,CO2,MLN_TONNE,A,1991,3.81,,35,36.7,3266790,Europe,0,33724183392
ALB,AIREMISSION,CO2,TONNE_CAP,A,1991,1.17,,35,36.7,3266790,Europe,0,33724183392
ALB,AIREMISSION,CO2,MLN_TONNE,A,1992,2.14,,36,37.249,3247039,Europe,0,34173602608
ALB,AIREMISSION,CO2,TONNE_CAP,A,1992,0.66,,36,37.249,3247039,Europe,0,34173602608
ALB,AIREMISSION,CO2,MLN_TONNE,A,1993,1.98,,37,37.799,3227287,Europe,0,34610744380
ALB,AIREMISSION,CO2,TONNE_CAP,A,1993,0.61,,37,37.799,3227287,Europe,0,34610744380
ALB,AIREMISSION,CO2,MLN_TONNE,A,1994,2.03,,38,38.354,3207536,Europe,0,39460927932
ALB,AIREMISSION,CO2,TONNE_CAP,A,1994,0.63,,38,38.354,3207536,Europe,0,39460927932
ALB,AIREMISSION,CO2,MLN_TONNE,A,1995,1.85,,39,38.911,3187784,Europe,0,35091624020
ALB,AIREMISSION,CO2,TONNE_CAP,A,1995,0.58,,39,38.911,3187784,Europe,0,35091624020
ALB,AIREMISSION,CO2,MLN_TONNE,A,1996,1.86,,40,39.473,3168033,Europe,0,35561204564
ALB,AIREMISSION,CO2,TONNE_CAP,A,1996,0.59,,40,39.473,3168033,Europe,0,35561204564
ALB,AIREMISSION,CO2,MLN_TONNE,A,1997,1.43,,41,40.035,3148281,Europe,0,35915793910
ALB,AIREMISSION,CO2,TONNE_CAP,A,1997,0.45,,41,40.035,3148281,Europe,0,35915793910
ALB,AIREMISSION,CO2,MLN_TONNE,A,1998,1.76,,42,40.601,3128530,Europe,0,36319928446
ALB,AIREMISSION,CO2,TONNE_CAP,A,1998,0.56,,42,40.601,3128530,Europe,0,36319928446
ALB,AIREMISSION,CO2,MLN_TONNE,A,1999,2.92,,43,41.169,3108778,Europe,0,36719971326
ALB,AIREMISSION,CO2,TONNE_CAP,A,1999,0.94,,43,41.169,3108778,Europe,0,36719971326
ALB,AIREMISSION,CO2,MLN_TONNE,A,2000,3.08,,44,41.741,3089027,Europe,0,39809392234
ALB,AIREMISSION,CO2,TONNE_CAP,A,2000,1,,44,41.741,3089027,Europe,0,39809392234
ALB,AIREMISSION,CO2,MLN_TONNE,A,2001,3.22,,45,42.435,3060173,Europe,0,37531940642
ALB,AIREMISSION,CO2,TONNE_CAP,A,2001,1.05,,45,42.435,3060173,Europe,0,37531940642
ALB,AIREMISSION,CO2,MLN_TONNE,A,2002,3.75,,46,43.501,3051010,Europe,0,37926051694
ALB,AIREMISSION,CO2,TONNE_CAP,A,2002,1.23,,46,43.501,3051010,Europe,0,37926051694
ALB,AIREMISSION,CO2,MLN_TONNE,A,2003,3.82,,47,44.573,3039616,Europe,0,38388201606
ALB,AIREMISSION,CO2,TONNE_CAP,A,2003,1.26,,47,44.573,3039616,Europe,0,38388201606
ALB,AIREMISSION,CO2,MLN_TONNE,A,2004,4.01,,48,45.651,3026939,Europe,0,38873823360
ALB,AIREMISSION,CO2,TONNE_CAP,A,2004,1.32,,48,45.651,3026939,Europe,0,38873823360
ALB,AIREMISSION,CO2,MLN_TONNE,A,2005,3.82,,49,46.731,3011487,Europe,0,41937926754
ALB,AIREMISSION,CO2,TONNE_CAP,A,2005,1.27,,49,46.731,3011487,Europe,0,41937926754
ALB,AIREMISSION,CO2,MLN_TONNE,A,2006,3.79,,50,47.815,2992547,Europe,0,40877904739
ALB,AIREMISSION,CO2,TONNE_CAP,A,2006,1.27,,50,47.815,2992547,Europe,0,40877904739
ALB,AIREMISSION,CO2,MLN_TONNE,A,2007,3.78,,51,48.902,2970017,Europe,0,41293649052
ALB,AIREMISSION,CO2,TONNE_CAP,A,2007,1.27,,51,48.902,2970017,Europe,0,41293649052
ALB,AIREMISSION,CO2,MLN_TONNE,A,2008,3.71,,52,49.991,2947314,Europe,0,41720996447
ALB,AIREMISSION,CO2,TONNE_CAP,A,2008,1.26,,52,49.991,2947314,Europe,0,41720996447
ALB,AIREMISSION,CO2,MLN_TONNE,A,2009,3.77,,53,51.076,2927519,Europe,0,42142368880
ALB,AIREMISSION,CO2,TONNE_CAP,A,2009,1.29,,53,51.076,2927519,Europe,0,42142368880
ALB,AIREMISSION,CO2,MLN_TONNE,A,2010,3.93,,54,52.163,2913021,Europe,0,42565925855
ALB,AIREMISSION,CO2,TONNE_CAP,A,2010,1.35,,54,52.163,2913021,Europe,0,42565925855
ALB,AIREMISSION,CO2,MLN_TONNE,A,2011,4.14,,55,53.247,2905195,Europe,0,42948376267
ALB,AIREMISSION,CO2,TONNE_CAP,A,2011,1.43,,55,53.247,2905195,Europe,0,42948376267
ALB,AIREMISSION,CO2,MLN_TONNE,A,2012,3.48,,56,54.33,2900401,Europe,0,43373878608
ALB,AIREMISSION,CO2,TONNE_CAP,A,2012,1.2,,56,54.33,2900401,Europe,0,43373878608
ALB,AIREMISSION,CO2,MLN_TONNE,A,2013,3.64,,57,55.383,2895092,Europe,0,43366348352
ALB,AIREMISSION,CO2,TONNE_CAP,A,2013,1.26,,57,55.383,2895092,Europe,0,43366348352
ALB,AIREMISSION,CO2,MLN_TONNE,A,2014,4.12,,58,56.409,2889104,Europe,0,43566240338
ALB,AIREMISSION,CO2,TONNE_CAP,A,2014,1.42,,58,56.409,2889104,Europe,0,43566240338
ARE,AIREMISSION,CO2,MLN_TONNE,A,1971,2.46,,15,79.8,278808,Western Asia,0,14421259454
ARE,AIREMISSION,CO2,TONNE_CAP,A,1971,8.95,,15,79.8,278808,Western Asia,0,14421259454
ARE,AIREMISSION,CO2,MLN_TONNE,A,1972,2.58,,16,79.8,332760,Western Asia,0,14718725058
ARE,AIREMISSION,CO2,TONNE_CAP,A,1972,7.98,,16,79.8,332760,Western Asia,0,14718725058
ARE,AIREMISSION,CO2,MLN_TONNE,A,1973,3.23,,17,79.8,397174,Western Asia,0,15012942684
ARE,AIREMISSION,CO2,TONNE_CAP,A,1973,8.44,,17,79.8,397174,Western Asia,0,15012942684
ARE,AIREMISSION,CO2,MLN_TONNE,A,1974,3.37,,18,79.8,471364,Western Asia,0,15309438808
ARE,AIREMISSION,CO2,TONNE_CAP,A,1974,7.46,,18,79.8,471364,Western Asia,0,15309438808
ARE,AIREMISSION,CO2,MLN_TONNE,A,1975,4.92,,19,79.8,554324,Western Asia,0,15598795932
ARE,AIREMISSION,CO2,TONNE_CAP,A,1975,9.26,,19,79.8,554324,Western Asia,0,15598795932
ARE,AIREMISSION,CO2,MLN_TONNE,A,1976,6.37,,20,79.903,646943,Western Asia,0,15879745976
ARE,AIREMISSION,CO2,TONNE_CAP,A,1976,10.24,,20,79.903,646943,Western Asia,0,15879745976
ARE,AIREMISSION,CO2,MLN_TONNE,A,1977,10.6,,21,80.106,748117,Western Asia,0,16159576388
ARE,AIREMISSION,CO2,TONNE_CAP,A,1977,14.66,,21,80.106,748117,Western Asia,0,16159576388
ARE,AIREMISSION,CO2,MLN_TONNE,A,1978,12.25,,22,80.309,852262,Western Asia,0,16444120936
ARE,AIREMISSION,CO2,TONNE_CAP,A,1978,14.81,,22,80.309,852262,Western Asia,0,16444120936
ARE,AIREMISSION,CO2,MLN_TONNE,A,1979,14.49,,23,80.51,952040,Western Asia,0,16736164414
ARE,AIREMISSION,CO2,TONNE_CAP,A,1979,15.64,,23,80.51,952040,Western Asia,0,16736164414
ARE,AIREMISSION,CO2,MLN_TONNE,A,1980,19.22,,24,80.71,1042384,Western Asia,0,17031024334
ARE,AIREMISSION,CO2,TONNE_CAP,A,1980,18.9,,24,80.71,1042384,Western Asia,0,17031024334
ARE,AIREMISSION,CO2,MLN_TONNE,A,1981,23.33,,25,80.683,1120900,Western Asia,0,17334569108
ARE,AIREMISSION,CO2,TONNE_CAP,A,1981,21.34,,25,80.683,1120900,Western Asia,0,17334569108
ARE,AIREMISSION,CO2,MLN_TONNE,A,1982,25.56,,26,80.466,1189545,Western Asia,0,17648170726
ARE,AIREMISSION,CO2,TONNE_CAP,A,1982,22.08,,26,80.466,1189545,Western Asia,0,17648170726
ARE,AIREMISSION,CO2,MLN_TONNE,A,1983,24.69,,27,80.247,1253060,Western Asia,0,17964413282
ARE,AIREMISSION,CO2,TONNE_CAP,A,1983,20.27,,27,80.247,1253060,Western Asia,0,17964413282
ARE,AIREMISSION,CO2,MLN_TONNE,A,1984,31.88,,28,80.026,1318478,Western Asia,0,18278874444
ARE,AIREMISSION,CO2,TONNE_CAP,A,1984,24.91,,28,80.026,1318478,Western Asia,0,18278874444
ARE,AIREMISSION,CO2,MLN_TONNE,A,1985,35.62,,29,79.804,1391052,Western Asia,0,18603268476
ARE,AIREMISSION,CO2,TONNE_CAP,A,1985,26.39,,29,79.804,1391052,Western Asia,0,18603268476
ARE,AIREMISSION,CO2,MLN_TONNE,A,1986,40.02,,30,79.624,1472218,Western Asia,0,18937980438
ARE,AIREMISSION,CO2,TONNE_CAP,A,1986,27.97,,30,79.624,1472218,Western Asia,0,18937980438
ARE,AIREMISSION,CO2,MLN_TONNE,A,1987,44.22,,31,79.482,1560718,Western Asia,0,19277132504
ARE,AIREMISSION,CO2,TONNE_CAP,A,1987,29.11,,31,79.482,1560718,Western Asia,0,19277132504
ARE,AIREMISSION,CO2,MLN_TONNE,A,1988,45.45,,32,79.339,1655849,Western Asia,0,19619779702
ARE,AIREMISSION,CO2,TONNE_CAP,A,1988,28.16,,32,79.339,1655849,Western Asia,0,19619779702
ARE,AIREMISSION,CO2,MLN_TONNE,A,1989,51.97,,33,79.196,1756043,Western Asia,0,19963011390
ARE,AIREMISSION,CO2,TONNE_CAP,A,1989,30.35,,33,79.196,1756043,Western Asia,0,19963011390
ARE,AIREMISSION,CO2,MLN_TONNE,A,1990,51.87,,34,79.051,1860174,Western Asia,0,33411082420
ARE,AIREMISSION,CO2,TONNE_CAP,A,1990,28.64,,34,79.051,1860174,Western Asia,0,33411082420
ARE,AIREMISSION,CO2,MLN_TONNE,A,1991,59.15,,35,78.906,1970026,Western Asia,0,33724183392
ARE,AIREMISSION,CO2,TONNE_CAP,A,1991,30.92,,35,78.906,1970026,Western Asia,0,33724183392
ARE,AIREMISSION,CO2,MLN_TONNE,A,1992,56.55,,36,78.76,2086639,Western Asia,0,34173602608
ARE,AIREMISSION,CO2,TONNE_CAP,A,1992,28.01,,36,78.76,2086639,Western Asia,0,34173602608
ARE,AIREMISSION,CO2,MLN_TONNE,A,1993,59.59,,37,78.614,2207405,Western Asia,0,34610744380
ARE,AIREMISSION,CO2,TONNE_CAP,A,1993,28,,37,78.614,2207405,Western Asia,0,34610744380
ARE,AIREMISSION,CO2,MLN_TONNE,A,1994,65.57,,38,78.467,2328686,Western Asia,0,39460927932
ARE,AIREMISSION,CO2,TONNE_CAP,A,1994,29.3,,38,78.467,2328686,Western Asia,0,39460927932
ARE,AIREMISSION,CO2,MLN_TONNE,A,1995,69.64,,39,78.319,2448820,Western Asia,0,35091624020
ARE,AIREMISSION,CO2,TONNE_CAP,A,1995,29.63,,39,78.319,2448820,Western Asia,0,35091624020
ARE,AIREMISSION,CO2,MLN_TONNE,A,1996,72.71,,40,78.493,2571020,Western Asia,0,35561204564
ARE,AIREMISSION,CO2,TONNE_CAP,A,1996,29.46,,40,78.493,2571020,Western Asia,0,35561204564
ARE,AIREMISSION,CO2,MLN_TONNE,A,1997,76.65,,41,78.938,2700010,Western Asia,0,35915793910
ARE,AIREMISSION,CO2,TONNE_CAP,A,1997,29.54,,41,78.938,2700010,Western Asia,0,35915793910
ARE,AIREMISSION,CO2,MLN_TONNE,A,1998,78.41,,42,79.378,2838145,Western Asia,0,36319928446
ARE,AIREMISSION,CO2,TONNE_CAP,A,1998,28.68,,42,79.378,2838145,Western Asia,0,36319928446
ARE,AIREMISSION,CO2,MLN_TONNE,A,1999,80.61,,43,79.81,2988162,Western Asia,0,36719971326
ARE,AIREMISSION,CO2,TONNE_CAP,A,1999,27.95,,43,79.81,2988162,Western Asia,0,36719971326
ARE,AIREMISSION,CO2,MLN_TONNE,A,2000,79.83,,44,80.236,3154925,Western Asia,0,39809392234
ARE,AIREMISSION,CO2,TONNE_CAP,A,2000,26.17,,44,80.236,3154925,Western Asia,0,39809392234
ARE,AIREMISSION,CO2,MLN_TONNE,A,2001,92.52,,45,80.655,3326032,Western Asia,0,37531940642
ARE,AIREMISSION,CO2,TONNE_CAP,A,2001,28.75,,45,80.655,3326032,Western Asia,0,37531940642
ARE,AIREMISSION,CO2,MLN_TONNE,A,2002,94.54,,46,81.067,3507232,Western Asia,0,37926051694
ARE,AIREMISSION,CO2,TONNE_CAP,A,2002,27.85,,46,81.067,3507232,Western Asia,0,37926051694
ARE,AIREMISSION,CO2,MLN_TONNE,A,2003,98.77,,47,81.472,3741932,Western Asia,0,38388201606
ARE,AIREMISSION,CO2,TONNE_CAP,A,2003,27.24,,47,81.472,3741932,Western Asia,0,38388201606
ARE,AIREMISSION,CO2,MLN_TONNE,A,2004,104.99,,48,81.871,4087931,Western Asia,0,38873823360
ARE,AIREMISSION,CO2,TONNE_CAP,A,2004,26.41,,48,81.871,4087931,Western Asia,0,38873823360
ARE,AIREMISSION,CO2,MLN_TONNE,A,2005,111.11,,49,82.262,4579562,Western Asia,0,41937926754
ARE,AIREMISSION,CO2,TONNE_CAP,A,2005,24.79,,49,82.262,4579562,Western Asia,0,41937926754
